; Sample Rate 44100
; Channels 1
  0.0000226757	-0.2287497650
  0.0000453515	0.0427349958
  0.0000680272	0.3281566179
  0.0000907029	0.2598994418
  0.0001133787	0.3764814478
  0.0001360544	0.1975893001
  0.0001587302	-0.4937331959
  0.0001814059	0.2960301838
  0.0002040816	0.2413006423
  0.0002267574	-0.1073305914
  0.0002494331	-0.3329562727
  0.0002721088	-0.0190622200
  0.0002947846	-0.2993264735
  0.0003174603	0.1800387721
  0.0003401361	0.3951818831
  0.0003628118	0.0338162949
  0.0003854875	-0.1026306131
  0.0004081633	-0.1096624545
  0.0004308390	-0.0565202712
  0.0004535147	0.4686269621
  0.0004761905	-0.0089348547
  0.0004988662	0.2510357568
  0.0005215420	0.1894307233
  0.0005442177	0.1339687429
  0.0005668934	0.1610472676
  0.0005895692	-0.3339014357
  0.0006122449	-0.2518026390
  0.0006349206	-0.3238543123
  0.0006575964	-0.3230119166
  0.0006802721	0.0134945770
  0.0007029478	0.4536733906
  0.0007256236	0.1312899753
  0.0007482993	-0.3562200538
  0.0007709751	-0.2825175967
  0.0007936508	0.4698920460
  0.0008163265	-0.3578216308
  0.0008390023	-0.4868037444
  0.0008616780	0.3079703309
  0.0008843537	0.2285500914
  0.0009070295	0.3832020734
  0.0009297052	0.3226786003
  0.0009523810	-0.4752994438
  0.0009750567	0.2186976014
  0.0009977324	-0.3627552476
  0.0010204082	-0.4659685702
  0.0010430839	-0.2386749954
  0.0010657596	0.4629294203
  0.0010884354	-0.1664712088
  0.0011111111	0.2469566857
  0.0011337868	0.1284029934
  0.0011564626	0.0573324020
  0.0011791383	0.2688799000
  0.0012018141	0.0657714357
  0.0012244898	-0.2704492464
  0.0012471655	0.1658774344
  0.0012698413	0.0914590209
  0.0012925170	-0.3916385316
  0.0013151927	-0.4688732420
  0.0013378685	-0.1228330516
  0.0013605442	-0.4064778977
  0.0013832200	0.3046662742
  0.0014058957	0.3936702413
  0.0014285714	0.4865630261
  0.0014512472	0.1878343331
  0.0014739229	0.0211011555
  0.0014965986	-0.2344703834
  0.0015192744	0.0171488870
  0.0015419501	-0.3643691975
  0.0015646259	-0.0674609095
  0.0015873016	-0.4038398791
  0.0016099773	-0.1976260527
  0.0016326531	0.2226520969
  0.0016553288	0.3923153709
  0.0016780045	0.3037682006
  0.0017006803	-0.1027154408
  0.0017233560	-0.1307931272
  0.0017460317	-0.3164199710
  0.0017687075	0.4416524644
  0.0017913832	0.3950227072
  0.0018140590	-0.4382095254
  0.0018367347	0.1977492902
  0.0018594104	-0.3849862729
  0.0018820862	-0.4678373919
  0.0019047619	0.0943456128
  0.0019274376	0.0226490799
  0.0019501134	-0.2989096501
  0.0019727891	-0.4890514599
  0.0019954649	0.3731288059
  0.0020181406	0.3320631662
  0.0020408163	-0.4361884488
  0.0020634921	0.4994628826
  0.0020861678	-0.2634970059
  0.0021088435	-0.4191537861
  0.0021315193	-0.3570027422
  0.0021541950	0.3266375373
  0.0021768707	0.3192711055
  0.0021995465	0.1767951159
  0.0022222222	0.0342479859
  0.0022448980	0.1443154085
  0.0022675737	0.2331389288
  0.0022902494	-0.3432385327
  0.0023129252	-0.2531128453
  0.0023356009	0.4657429091
  0.0023582766	0.1736902645
  0.0023809524	0.1457547797
  0.0024036281	-0.2557148721
  0.0024263039	0.2960944346
  0.0024489796	-0.2364638868
  0.0024716553	-0.2581535724
  0.0024943311	0.4926909959
  0.0025170068	-0.0156853687
  0.0025396825	0.3181981817
  0.0025623583	0.1011778929
  0.0025850340	-0.0267033417
