; Sample Rate 16000
; Channels 1
  0.0000000000	-0.0078125000
  0.0000625000	-0.0078125000
  0.0001250000	-0.0078125000
  0.0001875000	-0.0078125000
  0.0002500000	-0.0078125000
  0.0003125000	-0.0078125000
  0.0003750000	-0.0078125000
  0.0004375000	-0.0078125000
  0.0005000000	-0.0078125000
  0.0005625000	-0.0078125000
  0.0006250000	-0.0078125000
  0.0006875000	-0.0078125000
  0.0007500000	-0.0078125000
  0.0008125000	-0.0078125000
  0.0008750000	-0.0078125000
  0.0009375000	-0.0078125000
  0.0010000000	-0.0078125000
  0.0010625000	-0.0078125000
  0.0011250000	-0.0078125000
  0.0011875000	-0.0078125000
  0.0012500000	-0.0078125000
  0.0013125000	-0.0078125000
  0.0013750000	-0.0078125000
  0.0014375000	-0.0078125000
  0.0015000000	-0.0078125000
  0.0015625000	-0.0078125000
  0.0016250000	-0.0078125000
  0.0016875000	-0.0078125000
  0.0017500000	-0.0078125000
  0.0018125000	-0.0078125000
  0.0018750000	-0.0078125000
  0.0019375000	-0.0078125000
  0.0020000000	-0.0078125000
  0.0020625000	-0.0078125000
  0.0021250000	-0.0078125000
  0.0021875000	-0.0078125000
  0.0022500000	-0.0078125000
  0.0023125000	-0.0078125000
  0.0023750000	-0.0078125000
  0.0024375000	-0.0078125000
  0.0025000000	-0.0078125000
  0.0025625000	-0.0078125000
  0.0026250000	-0.0078125000
  0.0026875000	-0.0078125000
  0.0027500000	-0.0078125000
  0.0028125000	-0.0078125000
  0.0028750000	-0.0078125000
  0.0029375000	-0.0078125000
  0.0030000000	-0.0078125000
  0.0030625000	-0.0078125000
  0.0031250000	-0.0078125000
  0.0031875000	-0.0078125000
  0.0032500000	-0.0078125000
  0.0033125000	-0.0078125000
  0.0033750000	-0.0078125000
  0.0034375000	-0.0078125000
  0.0035000000	-0.0078125000
  0.0035625000	-0.0078125000
  0.0036250000	-0.0078125000
  0.0036875000	-0.0078125000
  0.0037500000	-0.0078125000
  0.0038125000	-0.0078125000
  0.0038750000	-0.0078125000
  0.0039375000	-0.0078125000
  0.0040000000	-0.0078125000
  0.0040625000	-0.0078125000
  0.0041250000	-0.0078125000
  0.0041875000	-0.0078125000
  0.0042500000	-0.0078125000
  0.0043125000	-0.0078125000
  0.0043750000	-0.0078125000
  0.0044375000	-0.0078125000
  0.0045000000	-0.0078125000
  0.0045625000	-0.0078125000
  0.0046250000	-0.0078125000
  0.0046875000	-0.0078125000
  0.0047500000	-0.0078125000
  0.0048125000	-0.0078125000
  0.0048750000	-0.0078125000
  0.0049375000	-0.0078125000
  0.0050000000	-0.0078125000
  0.0050625000	-0.0078125000
  0.0051250000	-0.0078125000
  0.0051875000	-0.0078125000
  0.0052500000	-0.0078125000
  0.0053125000	-0.0078125000
  0.0053750000	-0.0078125000
  0.0054375000	-0.0078125000
  0.0055000000	-0.0078125000
  0.0055625000	-0.0078125000
  0.0056250000	-0.0078125000
  0.0056875000	-0.0078125000
  0.0057500000	-0.0078125000
  0.0058125000	-0.0078125000
  0.0058750000	-0.0078125000
  0.0059375000	-0.0078125000
  0.0060000000	-0.0078125000
  0.0060625000	-0.0078125000
  0.0061250000	-0.0078125000
  0.0061875000	-0.0078125000
  0.0062500000	-0.0078125000
  0.0063125000	-0.0078125000
  0.0063750000	-0.0078125000
  0.0064375000	-0.0078125000
  0.0065000000	-0.0078125000
  0.0065625000	-0.0078125000
  0.0066250000	-0.0078125000
  0.0066875000	-0.0078125000
  0.0067500000	-0.0078125000
  0.0068125000	-0.0078125000
  0.0068750000	-0.0078125000
  0.0069375000	-0.0078125000
  0.0070000000	-0.0078125000
  0.0070625000	-0.0078125000
  0.0071250000	-0.0078125000
